Country;Name;Title
cameroon;Minette Libom Li LIKENG;Min. of Posts & Telecommunications
cameroon;Malachie MANAOUDA;Min. of Public Health
cameroon;Joseph LE;Min. of Public Service
cameroon;Madeleine TCHUENTE;Min. of Scientific Research & Innovation
cameroon;Pauline Lyonga NALOVA;Min. of Secondary Education
cameroon;Pauline Irene NGUENE;Min. of Social Affairs
cameroon;Narcisse MOUELLE KOMBI;Min. of Sports & Physical Education
cameroon;Paul Atanga NJI;Min. of Territorial Admin.
cameroon;Baba HAMADOU;Min. of Tourism
cameroon;Zakariaou NJOYA;Min. of Transport
cameroon;Celestine Keutcha COURTES;Min. of Urban Development & Housing
cameroon;George Essomba ELOUNDA;Min. of Water & Energy
cameroon;Marie Theresa Abena ONDOA;Min. of Women & Family Protection
cameroon;Mounouna FOUTSOU;Min. of Youth & Civic Education
cameroon;Landry ETOGA;Sec. of State for the Gendarmerie
cameroon;Armand NJODOM;Sec. of State for Public Works
cameroon;Philibert ANDZEMBE;Governor, Central Bank
cameroon;Henri ETOUNDI Essomba;Ambassador to the US
cameroon;Michel Tommo MONTHE;Permanent Representative to the UN, New York
canada;Julie PAYETTE;Governor Gen.
canada;Justin Pierre James TRUDEAU;Prime Min.
canada;Chrystia FREELAND;Dep. Prime Min. & Min. of Finance
canada;Dominic LEBLANC;Min. of Intergovernmental Affairs
canada;Marie-Claude BIBEAU;Min. of Agriculture & Agri-Food
canada;Steven GUILBEAULT;Min. of Canadian Heritage
canada;Carolyn BENNETT;Min. of Crown-Indigenous Relations
canada;Joyce MURRY;Min. of Digital Government
canada;Bardish CHAGGER;Min. of Diversity & Inclusion & Youth
canada;Melanie JOLY;Min. of Economic Development & Official Languages
canada;Jonathan WILKINSON;Min. of Environment & Climate Change
canada;Ahmed HUSSEN;Min. of Families, Children, & Social Development
canada;Bernadette JORDAN;Min. of Fisheries, Oceans, & the Canadian Coast Guard
canada;Francois-Philippe CHAMPAGNE;Min. of Foreign Affairs
canada;Patty HAJDU;Min. of Health
canada;Marco E. L. MENDICINO;Min. of Immigration, Refugees, & Citizenship
canada;Marc MILLER;Min. of Indigenous Services
canada;Catherine MCKENNA;Min. of Infrastructure & Communities
canada;Navdeep Singh BAINS;Min. of Innovation, Science, & Industry
canada;Karina GOULD;Min. of Intl. Development
canada;David LAMETTI;Min. of Justice & Attorney Gen.
canada;Filomena TASSI;Min. of Labor
canada;Mona FORTIER;Min. of Middle Class Prosperity
canada;Harjit Singh SAJJAN;Min. of National Defense
canada;Diane LEBOUTHILLIER;Min. of National Revenue
canada;Seamus O’REGAN;Min. of Natural Resources
canada;Dan VANDAL;Min. of Northern Affairs
canada;William BLAIR;Min. of Public Safety & Emergency Preparedness
canada;Anita ANAND;Min. of Public Services & Procurement
canada;Deb SHULTE;Min. of Seniors
canada;Marc GARNEAU;Min. of Transport
canada;Lawrence MACAULAY;Min. of Veterans Affairs
canada;Jean-Yves DUCLOS;Pres., Treasury Board
canada;Dominic LEBLANC;Pres., Queen’s Privy Council for Canada
canada;Pablo RODRIGUEZ;Leader of the Govt. in the House of Commons
canada;Peter HARDER;Leader of the Govt. in the Senate
canada;Stephen POLOZ;Governor, Bank of Canada
canada;N/A;Ambassador to the US
canada;Marc-Andre BLANCHARD;Permanent Representative to the UN, New York
central-african-republic;Faustin-Archange TOUADERA;Pres.
central-african-republic;Simplice SARANDJI;Prime Min.
central-african-republic;Honore FEIZOURE;Min. of Agriculture & Rural Development
central-african-republic;Gisele PANA;Min. of Arts, Tourism, Culture, & Francophony
central-african-republic;Charles Paul Lemasset MANDYA;Min. of Communication & Information
central-african-republic;Joseph YAKETE;Min. of Defense
central-african-republic;Felix MOLOUA;Min. of Economy, Planning, & Cooperation
central-african-republic;Theodore JOUSSO;Min. of Equipment, Transport, Civil Aviation, & Access
central-african-republic;Henri Marie DONDRA;Min. of Finance & Budget
central-african-republic;Fernande NDJENGBOT;Min. of Health, Public Health, & Population
central-african-republic;Gaby Francky LEFFA;Min. of Housing, Social Housing, & Urban Planning
central-african-republic;Flavien MBATTA;Min. of Justice & Human Rights & Keeper of the Seals
central-african-republic;Yerima Youssoufa MANDJO;Min. of Livestock & Animal Health
central-african-republic;Leopold MBOLI-FATRANE;Min. of Mines, Energy, & Hydraulics
central-african-republic;Virginie BAIKOUA;Min. of Social Affairs & National Reconciliation
central-african-republic;Come HASSANE;Min. of Trade & Industry
central-african-republic;Abbas Mahamat TOLLI;Governor, Bank of Central African States
central-african-republic;Stanislas MOUSSA-KEMBE;Ambassador to the US
central-african-republic;Ambroisine KPONGO;Permanent Representative to the UN, New York
